央视频道,#genre#	
河南郑东新区千玺广场,http://gcksc.v.kcdnvip.com/gc/zdxq01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/zdxq01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zdxq01_1/index.m3u8
四川四姑娘山幺妹峰,http://gcksc.v.kcdnvip.com/gc/sgns01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/sgns01_1/index.m3u8
四川四姑娘山隆珠措,http://gcksc.v.kcdnvip.com/gc/sgns02_1/index.m3u8#http://gccncc.v.wscdns.com/gc/sgns02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/sgns02_1/index.m3u8
宁夏沙坡头黄河漂流,http://gcbsc.v.live.baishancdnx.cn/gc/nxspthhpl_1/index.m3u8
宁夏沙坡头长河落日,http://gcksc.v.kcdnvip.com/gc/nxsptdmgychlr_1/index.m3u8#http://gccncc.v.wscdns.com/gc/nxsptdmgychlr_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/nxsptdmgychlr_1/index.m3u8
宁夏沙坡头大漠孤烟,http://gcksc.v.kcdnvip.com/gc/nxsptdmgy_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/nxsptdmgy_1/index.m3u8
丽江古城大研花巷观景,http://gcksc.v.kcdnvip.com/gc/ljgcdyhxgjt_1/index.m3u8#http://gccncc.v.wscdns.com/gc/ljgcdyhxgjt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城大水车,http://gcksc.v.kcdnvip.com/gc/ljgcdsc_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ljgcdsc_1/index.m3u8
丽江古城万古楼遥望玉龙雪山,http://gcksc.v.kcdnvip.com/gc/ljgcwglytylxs_1/index.m3u8#http://gccncc.v.wscdns.com/gc/ljgcwglytylxs_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ljgcwglytylxs_1/index.m3u8
狮子山鸟瞰丽江古城,http://gcksc.v.kcdnvip.com/gc/ljgcszsnkgc_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ljgcszsnkgc_1/index.m3u8
云台山小寨沟,http://gcksc.v.kcdnvip.com/gc/ytsxzg_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ytsxzg_1/index.m3u8
云台山百家岩,http://gcksc.v.kcdnvip.com/gc/ytsbjy_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ytsbjy_1/index.m3u8
云台山红石峡,http://gcksc.v.kcdnvip.com/gc/ytshsx_1/index.m3u8#http://gccncc.v.wscdns.com/gc/ytshsx_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ytshsx_1/index.m3u8
云台山茱萸峰,http://gcksc.v.kcdnvip.com/gc/ytszyf_1/index.m3u8#http://gccncc.v.wscdns.com/gc/ytszyf_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ytszyf_1/index.m3u8
雪乡梦幻家园,http://gcksc.v.kcdnvip.com/gc/mdjxxmhjyxj_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/mdjxxmhjyxj_1/index.m3u8
雪乡梦幻家园观景台,http://gcksc.v.kcdnvip.com/gc/mdjxxmhjygjt_1/index.m3u8#http://gccncc.v.wscdns.com/gc/mdjxxmhjygjt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/mdjxxmhjygjt_1/index.m3u8
雪乡大石碑,http://gcksc.v.kcdnvip.com/gc/mdjxxdsb_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/mdjxxdsb_1/index.m3u8
乌镇蓝印花布,http://gcksc.v.kcdnvip.com/gc/zjwzlyhb_1/index.m3u8#http://gccncc.v.wscdns.com/gc/zjwzlyhb_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zjwzlyhb_1/index.m3u8
乌镇西市河,http://gcksc.v.kcdnvip.com/gc/zjwzbblh_1/index.m3u8#http://gccncc.v.wscdns.com/gc/zjwzbblh_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zjwzbblh_1/index.m3u8
乌镇龙形田,http://gcksc.v.kcdnvip.com/gc/zjwzlxt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zjwzlxt_1/index.m3u8
乌镇全景,http://gcksc.v.kcdnvip.com/gc/zjwzblt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zjwzblt_1/index.m3u8
凤凰古城南华山,http://gcksc.v.kcdnvip.com/gc/fhgcdnhs_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/fhgcdnhs_1/index.m3u8
凤凰古城东关门,http://gcksc.v.kcdnvip.com/gc/fhgcdgm_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/fhgcdgm_1/index.m3u8
黄花城水长城01,http://gcksc.v.kcdnvip.com/gc/wgw01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/wgw01_1/index.m3u8
黄花城水长城02,http://gcksc.v.kcdnvip.com/gc/wgw02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/wgw02_1/index.m3u8#http://gctxyc.liveplay.myqcloud.com/gc/wgw02_1/index.m3u8
黄花城水长城03,http://gcksc.v.kcdnvip.com/gc/wgw03_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/wgw03_1/index.m3u8
黄花城水长城04,http://gcksc.v.kcdnvip.com/gc/wgw04_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/wgw04_1/index.m3u8
鸣沙山,http://gcksc.v.kcdnvip.com/gc/dhyyqst_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dhyyqst_1/index.m3u8
鸣沙山山门,http://gcksc.v.kcdnvip.com/gc/dhyyqyyq_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dhyyqyyq_1/index.m3u8
月牙泉,http://gcksc.v.kcdnvip.com/gc/dhyyqsm_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dhyyqsm_1/index.m3u8
五彩池,http://gcksc.v.kcdnvip.com/gc/hlwcc_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hlwcc_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hlwcc_1/index.m3u8
黄龙,http://gcksc.v.kcdnvip.com/gc/hlzycc_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hlzycc_1/index.m3u8
望乡台,http://gcksc.v.kcdnvip.com/gc/hlwxt_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hlwxt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hlwxt_1/index.m3u8
洗身洞,http://gcksc.v.kcdnvip.com/gc/hlxsd_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hlxsd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hlxsd_1/index.m3u8
泰山主峰,http://gcksc.v.kcdnvip.com/gc/taishan01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/taishan01_1/index.m3u8
泰山大观峰,http://gcksc.v.kcdnvip.com/gc/taishan03_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/taishan03_1/index.m3u8
泰山拱北石,http://gcksc.v.kcdnvip.com/gc/taishan04_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/taishan04_1/index.m3u8
泰山玉皇顶,http://gcksc.v.kcdnvip.com/gc/taishan06_1/index.m3u8#http://gccncc.v.wscdns.com/gc/taishan06_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/taishan06_1/index.m3u8
泰山十八盘,http://gcksc.v.kcdnvip.com/gc/taishan05_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/taishan05_1/index.m3u8
泰山天街,http://gcksc.v.kcdnvip.com/gc/taishan07_1/index.m3u8#http://gccncc.v.wscdns.com/gc/taishan07_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/taishan07_1/index.m3u8
泰山经石峪,http://gcksc.v.kcdnvip.com/gc/hkts04_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts04_1/index.m3u8
泰山龙潭水库,http://gcksc.v.kcdnvip.com/gc/hkts06_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hkts06_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts06_1/index.m3u8
泰山南天门,http://gcksc.v.kcdnvip.com/gc/hkts07_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts07_1/index.m3u8
泰山白云亭悬崖,http://gcksc.v.kcdnvip.com/gc/hkts02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts02_1/index.m3u8
泰山扇子崖,http://gcksc.v.kcdnvip.com/gc/hkts08_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts08_1/index.m3u8
泰山太平岭,http://gcksc.v.kcdnvip.com/gc/hkts09_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hkts09_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts09_1/index.m3u8
泰山碧霞祠,http://gcksc.v.kcdnvip.com/gc/hkts03_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts03_1/index.m3u8
泰山玉皇顶东,http://gcksc.v.kcdnvip.com/gc/hkts10_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hkts10_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts10_1/index.m3u8
泰山玉皇顶西,http://gcksc.v.kcdnvip.com/gc/hkts11_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkts11_1/index.m3u8
黄山卧云峰,http://gcksc.v.kcdnvip.com/gc/hswlf_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hswlf_1/index.m3u8
黄山始信新道,http://gcksc.v.kcdnvip.com/gc/hsyg_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hsyg_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsyg_1/index.m3u8
黄山梦笔生花,http://gcksc.v.kcdnvip.com/gc/hsmbsh_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsmbsh_1/index.m3u8
黄山排云亭,http://gcksc.v.kcdnvip.com/gc/hspyt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hspyt_1/index.m3u8
黄山平天矼,http://gcksc.v.kcdnvip.com/gc/hsptgz_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hsptgz_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsptgz_1/index.m3u8
黄山飞来石,http://gcksc.v.kcdnvip.com/gc/hsptgy_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hsptgy_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsptgy_1/index.m3u8
黄山光明顶,http://gcksc.v.kcdnvip.com/gc/hsgmd_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hsgmd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsgmd_1/index.m3u8
黄山,http://gcksc.v.kcdnvip.com/gc/ahhs01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ahhs01_1/index.m3u8
福建宁德太姥山景区,http://gcksc.v.kcdnvip.com/gc/tms01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tms01_1/index.m3u8
陕西洋县国宝朱鹮01,http://gcksc.v.kcdnvip.com/gc/zhhd01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/zhhd01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zhhd01_1/index.m3u8
陕西洋县国宝朱鹮02,http://gcksc.v.kcdnvip.com/gc/zh02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zh02_1/index.m3u8
陕西洋县国宝朱鹮03,http://gcksc.v.kcdnvip.com/gc/zh03_1/index.m3u8#http://gccncc.v.wscdns.com/gc/zh03_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zh03_1/index.m3u8
陕西洋县国宝朱鹮04,http://gcksc.v.kcdnvip.com/gc/zh04_1/index.m3u8#http://gccncc.v.wscdns.com/gc/zh04_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zh04_1/index.m3u8
安徽黟县西递半山亭,http://gcksc.v.kcdnvip.com/gc/yxxdbst_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/yxxdbst_1/index.m3u8
安徽黟县西递牌坊,http://gcksc.v.kcdnvip.com/gc/yxxdpf_1/index.m3u8#http://gccncc.v.wscdns.com/gc/yxxdpf_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/yxxdpf_1/index.m3u8
安徽黟县宏村月沼,http://gcksc.v.kcdnvip.com/gc/yxhcyz_1/index.m3u8#http://gccncc.v.wscdns.com/gc/yxhcyz_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/yxhcyz_1/index.m3u8
安徽黟县芦村远眺,http://gcksc.v.kcdnvip.com/gc/yxlcyt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/yxlcyt_1/index.m3u8
深圳世界之窗文化主题公园,http://gcksc.v.kcdnvip.com/gc/sjzc01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/sjzc01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/sjzc01_1/index.m3u8
八达岭长城南七楼,http://gcksc.v.kcdnvip.com/gc/bgws7_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/bgws7_1/index.m3u8
八达岭长城北十楼,http://gcksc.v.kcdnvip.com/gc/bgwn10_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/bgwn10_1/index.m3u8
中央电视塔东,http://gcksc.v.kcdnvip.com/gc/ztd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ztd_1/index.m3u8
中央电视塔南,http://gcksc.v.kcdnvip.com/gc/ztn_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ztn_1/index.m3u8
中央电视塔北,http://gcksc.v.kcdnvip.com/gc/ztb_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/ztb_1/index.m3u8
恒山悬空寺全景,http://gcksc.v.kcdnvip.com/gc/hsxksqj_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hsxksqj_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsxksqj_1/index.m3u8
恒宗,http://gcksc.v.kcdnvip.com/gc/hsxkssqdzrqj_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hsxkssqdzrqj_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hsxkssqdzrqj_1/index.m3u8
黄果树银链坠潭瀑布,http://gcksc.v.kcdnvip.com/gc/hgsylztpb_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hgsylztpb_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hgsylztpb_1/index.m3u8
黄果树六角亭瀑布,http://gcksc.v.kcdnvip.com/gc/hgsspzxdpb_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hgsspzxdpb_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hgsspzxdpb_1/index.m3u8
天涯鸟瞰,http://gcksc.v.kcdnvip.com/gc/tyhjtynl_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tyhjtynl_1/index.m3u8
天涯石,http://gcksc.v.kcdnvip.com/gc/tyhjtys_1/index.m3u8#http://gccncc.v.wscdns.com/gc/tyhjtys_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tyhjtys_1/index.m3u8
南天一柱,http://gcksc.v.kcdnvip.com/gc/tyhjntyz_1/index.m3u8#http://gccncc.v.wscdns.com/gc/tyhjntyz_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tyhjntyz_1/index.m3u8
日月石,http://gcksc.v.kcdnvip.com/gc/tyhjrys_1/index.m3u8#http://gccncc.v.wscdns.com/gc/tyhjrys_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/tyhjrys_1/index.m3u8
平山湖大峡谷石林,http://gcksc.v.kcdnvip.com/gc/pshdxg02_1/index.m3u8#http://gccncc.v.wscdns.com/gc/pshdxg02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/pshdxg02_1/index.m3u8
桂林象山公园,http://gcksc.v.kcdnvip.com/gc/glxs01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/glxs01_1/index.m3u8
六盘山红军长征景区,http://gcksc.v.kcdnvip.com/gc/lpsgmjng01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/lpsgmjng01_1/index.m3u8
华山,http://gcksc.v.kcdnvip.com/gc/hkhs01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hkhs01_1/index.m3u8
贵州省兴义市万峰林,http://gcksc.v.kcdnvip.com/gc/xywfl_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/xywfl_1/index.m3u8
贵州省兴义市马岭河峡谷,http://gcksc.v.kcdnvip.com/gc/xymlh_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/xymlh_1/index.m3u8
云南大理崇圣寺三塔中景,http://gcksc.v.kcdnvip.com/gc/dlst03_1/index.m3u8#http://gccncc.v.wscdns.com/gc/dlst03_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dlst03_1/index.m3u8
云南大理崇圣寺三塔湖面,http://gcksc.v.kcdnvip.com/gc/dlst02_1/index.m3u8#http://gccncc.v.wscdns.com/gc/dlst02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dlst02_1/index.m3u8
云南大理崇圣寺三塔远景,http://gcksc.v.kcdnvip.com/gc/dlst01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/dlst01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dlst01_1/index.m3u8
广西桂林漓江景区,http://gcksc.v.kcdnvip.com/gc/gllj01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/gllj01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/gllj01_1/index.m3u8
青岛崂山双福,http://gcksc.v.kcdnvip.com/gc/qdls03_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/qdls03_1/index.m3u8
青岛崂山太清,http://gcksc.v.kcdnvip.com/gc/qdls04_1/index.m3u8#http://gccncc.v.wscdns.com/gc/qdls04_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/qdls04_1/index.m3u8
青岛崂山灵旗峰,http://gcksc.v.kcdnvip.com/gc/qdls01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/qdls01_1/index.m3u8
青岛崂山八水河,http://gcksc.v.kcdnvip.com/gc/qdls02_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/qdls02_1/index.m3u8
三亚南山文化旅游区海上观音,http://gcksc.v.kcdnvip.com/gc/syns01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/syns01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/syns01_1/index.m3u8
仙都风景区,http://gcksc.v.kcdnvip.com/gc/xdfjq01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/xdfjq01_1/index.m3u8#http://gctxyc.liveplay.myqcloud.com/gc/xdfjq01_1/index.m3u8
宁夏黄河大峡谷,http://gcksc.v.kcdnvip.com/gc/hhdxg01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/hhdxg01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hhdxg01_1/index.m3u8
张掖七彩丹霞,http://gcksc.v.kcdnvip.com/gc/zyqcdx01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zyqcdx01_1/index.m3u8
嵩山少林寺广场,http://gcksc.v.kcdnvip.com/gc/zsslsgc_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/zsslsgc_1/index.m3u8
婺源01,http://gcksc.v.kcdnvip.com/gc/wygjt1_1/index.m3u8#http://gccncc.v.wscdns.com/gc/wygjt1_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/wygjt1_1/index.m3u8
神农架金丝猴01,http://gcksc.v.kcdnvip.com/gc/jshhd01_1/index.m3u8#http://gccncc.v.wscdns.com/gc/jshhd01_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/jshhd01_1/index.m3u8
都江堰鱼嘴,http://gcksc.v.kcdnvip.com/gc/djyqyl1_1/index.m3u8#http://gccncc.v.wscdns.com/gc/djyqyl1_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/djyqyl1_1/index.m3u8
丹霞山丹梯铁锁,http://gcksc.v.kcdnvip.com/gc/dxsdtts_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dxsdtts_1/index.m3u8
丹霞山韶音亭,http://gcksc.v.kcdnvip.com/gc/dxssyt_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/dxssyt_1/index.m3u8
云南红河哈尼梯田多依树景点,http://gcksc.v.kcdnvip.com/gc/hnttdysjd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hnttdysjd_1/index.m3u8
云南红河哈尼梯田普高老寨,http://gcksc.v.kcdnvip.com/gc/hnttpgsz_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hnttpgsz_1/index.m3u8
云南红河哈尼梯田老虎嘴,http://gcksc.v.kcdnvip.com/gc/hnttlhzjd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/hnttlhzjd_1/index.m3u8
江西龙虎山中间水泡,http://gcksc.v.kcdnvip.com/gc/lhszjsp_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/lhszjsp_1/index.m3u8
江西龙虎山山涧栈道,http://gcksc.v.kcdnvip.com/gc/lhssjzd_1/index.m3u8#http://gccncc.v.wscdns.com/gc/lhssjzd_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/lhssjzd_1/index.m3u8
乐山大佛全景,http://gcksc.v.kcdnvip.com/gc/lsdfgfl_1/index.m3u8#http://gccncc.v.wscdns.com/gc/lsdfgfl_1/index.m3u8#http://gcbsc.v.live.baishancdnx.cn/gc/lsdfgfl_1/index.m3u8

使用须知,#genre#
禁止商用,http://#.m3u8
最后更新时间,http://#.m3u8
2023/03/06,http://#.m3u8
